"","wikidata_name","wikidata_id","parent_name","parent_id","parent_icb","parent_imi","parent_mids","parent_mip","parent_mips","parent_rand"
"190","2010 Sangin airstrike","Q7418013","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"191","2012 Kapisa airstrike","Q4625940","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"192","2017 Nangarhar airstrike","Q29385187","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"193","Azizabad airstrike","Q2909596","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"194","Baraki Barak airstrike","Q4858273","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"195","Battle of Alasay","Q385546","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"196","Battle of Barawala Kalay Valley","Q24905428","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"197","Battle of Chora","Q1485258","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"198","Battle of Do Ab","Q4870881","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"199","Battle of Kamdesh","Q2664174","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"200","Battle of Khaz Oruzgan","Q4871421","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"201","Operation Medusa","Q1763044","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"202","Battle of Shok Valley","Q4872371","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"203","Bombing of Kandahar (2001)","Q4871376","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"204","Operation Halmazag","Q1234017","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"205","Operation Oqab","Q2026247","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"206","Fall of Kandahar","Q2888881","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"207","Fall of Mazar-i-Sharif","Q2889318","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"208","First and Second Battles of Kakarak","Q5454117","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"209","Gora Prai airstrike","Q5584353","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"210","Granai airstrike","Q1136783","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"211","Haska Meyna wedding party airstrike","Q5252012","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"212","Hyderabad airstrike","Q5953962","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"213","2007 Helmand Province airstrikes","Q4608594","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"214","Battle of Garmsir","Q4871080","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"215","Siege of Musa Qala","Q7510253","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"216","Battle of Dahaneh","Q2888379","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"217","Operation Cobra's Anger","Q1128855","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"218","Operation Strike of the Sword","Q2549377","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"219","Battle of Sangin (2010)","Q4872292","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"220","Fall of Sangin","Q30686667","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"221","Operation Achilles","Q1616794","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"222","Operation Eagle Fury","Q7097022","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"223","Operation Eagle's Summit","Q3354694","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"224","Operation Hammer (Afghanistan)","Q3030335","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"225","Operation Kaika","Q3354740","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"226","Operation Moshtarak","Q843588","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"227","Operation Mountain Fury","Q909414","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"228","Operation Mountain Thrust","Q609978","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"229","Operation Panther's Claw","Q3354803","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"230","Operation Pickaxe-Handle","Q7097394","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"231","September 2012 raid on Camp Bastion","Q15276208","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"232","Operation Champion Sword","Q7096884","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"233","Operation Red Wings","Q3354826","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"234","Operation Rock Avalanche","Q2026322","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"235","Mano Gai airstrike","Q6751071","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"236","Mohmand Valley raid","Q60770016","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"237","Night raid on Narang","Q6965344","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"238","Operation Anaconda","Q1476042","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"239","Operation Asbury Park","Q7096764","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"240","Operation Avalanche (Afghanistan)","Q7096775","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"241","Operation Bulldog Bite","Q7096856","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"242","Operation Crescent Wind","Q7096941","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"243","Operation Dragon Strike","Q2026053","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"244","Operation Hammer Down","Q30589255","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"245","Operation Harekate Yolo","Q1511923","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"246","Operation Harpoon (2002)","Q2396979","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"247","Operation Haven Denial","Q7097122","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"248","Operation Jacana","Q3354735","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"249","Operation Karez","Q1518797","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"250","Operation Mongoose (2003)","Q65076683","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"251","Operation Mountain Resolve","Q7097302","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"252","Operation Mountain Viper","Q5473413","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"253","Operation Perth","Q4744313","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"254","Operation Rhino","Q3417667","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"255","Operation Septentrion","Q3354840","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"256","Operation Tar Heels","Q7097613","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"257","Operation Valiant Strike","Q7097684","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"258","Operation Warrior Sweep","Q7097704","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"259","Operation Whalers","Q7097713","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"260","Oruzgan police station attack of January 2002","Q7105180","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"261","Raid on Khataba","Q6400879","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"262","Raid on Kunar","Q6444187","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"263","2017 Sangin airstrike","Q30323833","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"264","Operation Freedom's Sentinel","Q21296923","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"265","Kunduz hospital airstrike","Q21057198","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"266","Ghazni offensive","Q56085424","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"267","Nangarhar Offensive (2016)","Q23039091","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"268","Shah Wali Kot Offensive","Q2083522","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"269","Siege of Kunduz","Q3485911","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"270","Battle of Tarinkot","Q4872509","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"271","Battle of Tora Bora","Q2237280","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"272","Fall of Kabul","Q5432157","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"273","Raid on Hazar Qadam","Q5687552","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"274","Uruzgan helicopter attack","Q8207886","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"275","Wech Baghtu wedding party airstrike","Q7979006","War in Afghanistan","Q182865","AFGHANISTAN/US","US forces attack Taliban positions in Afghanistan (Global Security, TASS)","4283","War in Afghanistan","Operation Enduring Freedom-Afghanistan","c(""Operation Enduring Freedom"", ""Operation Swift Freedom"", ""Operation Enduring Freedom"")"
"276","Baghar China airstrike","Q4841775","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","c(""4524"", ""4527"", ""4568"", ""4571"", ""4577"", ""4397"", ""4540"", ""4581"", ""4543"", ""4598"")",NA,NA,NA
"277","Chenagai airstrike","Q5091023","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","4575","c(""Drone Strikes in Waziristan"", ""Pakistan drone strikes"", ""Drone strikes"", ""Waziristan Drone Strikes"", ""Border clash"")",NA,NA
"278","Datta Khel airstrike","Q5227745","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","4575","c(""Drone Strikes in Waziristan"", ""Pakistan drone strikes"", ""Drone strikes"", ""Waziristan Drone Strikes"", ""Border clash"")",NA,NA
"279","Laghman airstrikes","Q6472107","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","4575","c(""Drone Strikes in Waziristan"", ""Pakistan drone strikes"", ""Drone strikes"", ""Waziristan Drone Strikes"", ""Border clash"")",NA,NA
"280","Miramshah airstrike","Q12327344","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","4575","c(""Drone Strikes in Waziristan"", ""Pakistan drone strikes"", ""Drone strikes"", ""Waziristan Drone Strikes"", ""Border clash"")",NA,NA
